ukprn,he_provider,year,country,students
10007775,Queen Mary University of London,2020/2021,romania,110
10005389,Ravensbourne University London,2020/2021,romania,10
10005470,"Richmond, The American International University in London",2020/2021,romania,5
10007802,The University of Reading,2020/2021,romania,30
10086591,Regent's University London Limited,2020/2021,romania,5
10005500,Robert Gordon University,2020/2021,romania,35
10007776,Roehampton University,2020/2021,romania,30
10007835,Royal Academy of Music,2020/2021,romania,15
10007777,Royal College of Art,2020/2021,romania,15
10007778,Royal College of Music,2020/2021,romania,5
10005561,Royal Conservatoire of Scotland,2020/2021,romania,10
10005553,Royal Holloway and Bedford New College,2020/2021,romania,40
10007837,Royal Northern College of Music,2020/2021,romania,5
10007779,The Royal Veterinary College,2020/2021,romania,5
10007803,The University of St. Andrews,2020/2021,romania,15
10007843,"St Mary's University, Twickenham",2020/2021,romania,5
10007156,The University of Salford,2020/2021,romania,35
10007780,SOAS University of London,2020/2021,romania,15
10005790,Sheffield Hallam University,2020/2021,romania,50
10007157,The University of Sheffield,2020/2021,romania,135
10006022,Solent University,2020/2021,romania,200
10007158,The University of Southampton,2020/2021,romania,125
10006299,Staffordshire University,2020/2021,romania,10
10007804,The University of Stirling,2020/2021,romania,15
10007805,The University of Strathclyde,2020/2021,romania,25
10014001,University of Suffolk,2020/2021,romania,975
10007159,The University of Sunderland,2020/2021,romania,140
10007160,The University of Surrey,2020/2021,romania,60
10007806,The University of Sussex,2020/2021,romania,55
10007855,Swansea University,2020/2021,romania,55
10007161,Teesside University,2020/2021,romania,25
10008017,Trinity Laban Conservatoire of Music and Dance,2020/2021,romania,5
10007858,University of Wales Trinity Saint David,2020/2021,romania,165
10039956,The University of Law,2020/2021,romania,10
10007784,University College London,2020/2021,romania,325
10007793,University of South Wales,2020/2021,romania,20
10007163,The University of Warwick,2020/2021,romania,180
10007164,"University of the West of England, Bristol",2020/2021,romania,70
10007800,The University of the West of Scotland,2020/2021,romania,20
10006566,The University of West London,2020/2021,romania,875
10007165,The University of Westminster,2020/2021,romania,235
10003614,The University of Winchester,2020/2021,romania,15
10007166,The University of Wolverhampton,2020/2021,romania,10
10007139,University of Worcester,2020/2021,romania,35
10007713,York St John University,2020/2021,romania,10
10007167,The University of York,2020/2021,romania,35
10007783,The University of Aberdeen,2020/2021,réunion,5
,Total,2020/2021,réunion,20
10007783,The University of Aberdeen,2020/2021,slovakia,75
10007849,Abertay University,2020/2021,slovakia,15
10007856,Aberystwyth University,2020/2021,slovakia,30
10000291,Anglia Ruskin University,2020/2021,slovakia,5
10003212,Hult International Business School Ltd,2020/2021,slovakia,5
10007857,Bangor University,2020/2021,slovakia,15
10000571,Bath Spa University,2020/2021,slovakia,5
10007850,The University of Bath,2020/2021,slovakia,5
10007152,University of Bedfordshire,2020/2021,slovakia,10
10005343,Queen's University Belfast,2020/2021,slovakia,5
10037544,BIMM University,2020/2021,slovakia,10
10007760,Birkbeck College,2020/2021,slovakia,10
10007140,Birmingham City University,2020/2021,slovakia,5
10006840,The University of Birmingham,2020/2021,slovakia,35
10000712,University College Birmingham,2020/2021,slovakia,30
10000886,The University of Brighton,2020/2021,slovakia,5
10007786,The University of Bristol,2020/2021,slovakia,20
10000961,Brunel University London,2020/2021,slovakia,10
10000975,Buckinghamshire New University,2020/2021,slovakia,5
10007788,The University of Cambridge,2020/2021,slovakia,40
10001143,Canterbury Christ Church University,2020/2021,slovakia,35
10007814,Cardiff University,2020/2021,slovakia,5
10007141,The University of Central Lancashire,2020/2021,slovakia,15
10001478,"City, University of London",2020/2021,slovakia,5
10001726,Coventry University,2020/2021,slovakia,95
10006427,University for the Creative Arts,2020/2021,slovakia,5
10001883,De Montfort University,2020/2021,slovakia,40
10007851,University of Derby,2020/2021,slovakia,35
10007852,The University of Dundee,2020/2021,slovakia,15
10007143,University of Durham,2020/2021,slovakia,10
10007772,Edinburgh Napier University,2020/2021,slovakia,25
10007790,The University of Edinburgh,2020/2021,slovakia,105
10007791,The University of Essex,2020/2021,slovakia,50
10007792,The University of Exeter,2020/2021,slovakia,15
10008640,Falmouth University,2020/2021,slovakia,15
10007762,Glasgow Caledonian University,2020/2021,slovakia,10
10002681,Glasgow School of Art,2020/2021,slovakia,5
10007794,The University of Glasgow,2020/2021,slovakia,155
10002718,Goldsmiths College,2020/2021,slovakia,5
10007146,The University of Greenwich,2020/2021,slovakia,20
10007764,Heriot-Watt University,2020/2021,slovakia,10
10007147,University of Hertfordshire,2020/2021,slovakia,15
10007148,The University of Huddersfield,2020/2021,slovakia,5
10003270,"Imperial College of Science, Technology and Medicine",2020/2021,slovakia,30
10007150,The University of Kent,2020/2021,slovakia,5
10003645,King's College London,2020/2021,slovakia,55
10003678,Kingston University,2020/2021,slovakia,5
10007768,The University of Lancaster,2020/2021,slovakia,10
10007795,The University of Leeds,2020/2021,slovakia,15
10006842,The University of Liverpool,2020/2021,slovakia,15
10007162,"University of the Arts, London",2020/2021,slovakia,50
10004048,London Metropolitan University,2020/2021,slovakia,5
10004078,London South Bank University,2020/2021,slovakia,20
10004063,London School of Economics and Political Science,2020/2021,slovakia,20
10004113,Loughborough University,2020/2021,slovakia,10
10004180,The Manchester Metropolitan University,2020/2021,slovakia,10
10007798,The University of Manchester,2020/2021,slovakia,50
10009527,Istituto Marangoni Limited,2020/2021,slovakia,5
10004351,Middlesex University,2020/2021,slovakia,75
10007799,Newcastle University,2020/2021,slovakia,20
10007138,The University of Northampton,2020/2021,slovakia,5
10001282,University of Northumbria at Newcastle,2020/2021,slovakia,20
10007154,University of Nottingham,2020/2021,slovakia,10
10004797,The Nottingham Trent University,2020/2021,slovakia,35
10007774,The University of Oxford,2020/2021,slovakia,35
10007801,University of Plymouth,2020/2021,slovakia,5
10007155,The University of Portsmouth,2020/2021,slovakia,25
10005337,"Queen Margaret University, Edinburgh",2020/2021,slovakia,10
10007775,Queen Mary University of London,2020/2021,slovakia,20
10007802,The University of Reading,2020/2021,slovakia,10
10005500,Robert Gordon University,2020/2021,slovakia,25
10007776,Roehampton University,2020/2021,slovakia,5
10005553,Royal Holloway and Bedford New College,2020/2021,slovakia,15
10007803,The University of St. Andrews,2020/2021,slovakia,20
10007780,SOAS University of London,2020/2021,slovakia,10
10007157,The University of Sheffield,2020/2021,slovakia,15
10006022,Solent University,2020/2021,slovakia,25
10007158,The University of Southampton,2020/2021,slovakia,20
10007804,The University of Stirling,2020/2021,slovakia,15
10007805,The University of Strathclyde,2020/2021,slovakia,10
10014001,University of Suffolk,2020/2021,slovakia,10
10007159,The University of Sunderland,2020/2021,slovakia,15
10007160,The University of Surrey,2020/2021,slovakia,15
10007806,The University of Sussex,2020/2021,slovakia,10
10007855,Swansea University,2020/2021,slovakia,15
10008017,Trinity Laban Conservatoire of Music and Dance,2020/2021,slovakia,5
10007784,University College London,2020/2021,slovakia,80
10007793,University of South Wales,2020/2021,slovakia,15
10007163,The University of Warwick,2020/2021,slovakia,25
10007164,"University of the West of England, Bristol",2020/2021,slovakia,15
10007800,The University of the West of Scotland,2020/2021,slovakia,10
10006566,The University of West London,2020/2021,slovakia,15
10007165,The University of Westminster,2020/2021,slovakia,40
10003614,The University of Winchester,2020/2021,slovakia,5
10007139,University of Worcester,2020/2021,slovakia,15
10007167,The University of York,2020/2021,slovakia,10
10007783,The University of Aberdeen,2020/2021,slovenia,25
10007849,Abertay University,2020/2021,slovenia,5
10003212,Hult International Business School Ltd,2020/2021,slovenia,5
10007788,The University of Cambridge,2020/2021,slovenia,25
10001478,"City, University of London",2020/2021,slovenia,5
10001726,Coventry University,2020/2021,slovenia,5
10007143,University of Durham,2020/2021,slovenia,5
10007790,The University of Edinburgh,2020/2021,slovenia,30
10007791,The University of Essex,2020/2021,slovenia,5
10007794,The University of Glasgow,2020/2021,slovenia,15
10002718,Goldsmiths College,2020/2021,slovenia,5
10007147,University of Hertfordshire,2020/2021,slovenia,5
10003270,"Imperial College of Science, Technology and Medicine",2020/2021,slovenia,20
10003645,King's College London,2020/2021,slovenia,20
10007768,The University of Lancaster,2020/2021,slovenia,5
10007795,The University of Leeds,2020/2021,slovenia,5
10007796,The University of Leicester,2020/2021,slovenia,5
10007162,"University of the Arts, London",2020/2021,slovenia,10
10007769,London Business School,2020/2021,slovenia,5
10004063,London School of Economics and Political Science,2020/2021,slovenia,5
10007798,The University of Manchester,2020/2021,slovenia,5
10004351,Middlesex University,2020/2021,slovenia,5
10007154,University of Nottingham,2020/2021,slovenia,5
10004797,The Nottingham Trent University,2020/2021,slovenia,5
10007774,The University of Oxford,2020/2021,slovenia,15
10007775,Queen Mary University of London,2020/2021,slovenia,5
10007777,Royal College of Art,2020/2021,slovenia,5
10007778,Royal College of Music,2020/2021,slovenia,5
10007803,The University of St. Andrews,2020/2021,slovenia,15
10007805,The University of Strathclyde,2020/2021,slovenia,5
10007806,The University of Sussex,2020/2021,slovenia,5
10007784,University College London,2020/2021,slovenia,20
10007163,The University of Warwick,2020/2021,slovenia,5
10007165,The University of Westminster,2020/2021,slovenia,5
,Total,2020/2021,slovenia,405
,Total,2020/2021,åland_islands,5
10008071,AA School of Architecture,2020/2021,spain,10
10007783,The University of Aberdeen,2020/2021,spain,155
10007849,Abertay University,2020/2021,spain,40
10007856,Aberystwyth University,2020/2021,spain,50
10067853,ACM Guildford Limited,2020/2021,spain,5
10000163,AECC University College,2020/2021,spain,5
10000291,Anglia Ruskin University,2020/2021,spain,310
10003212,Hult International Business School Ltd,2020/2021,spain,60
10007759,Aston University,2020/2021,spain,35
10007857,Bangor University,2020/2021,spain,30
10000571,Bath Spa University,2020/2021,spain,35
10007850,The University of Bath,2020/2021,spain,300
10007152,University of Bedfordshire,2020/2021,spain,25
10005343,Queen's University Belfast,2020/2021,spain,20
10037544,BIMM University,2020/2021,spain,45
10007760,Birkbeck College,2020/2021,spain,70
10007140,Birmingham City University,2020/2021,spain,45
10006840,The University of Birmingham,2020/2021,spain,105
10000712,University College Birmingham,2020/2021,spain,95
10006841,The University of Bolton,2020/2021,spain,5
10000385,The Arts University Bournemouth,2020/2021,spain,20
10000824,Bournemouth University,2020/2021,spain,60
10031982,BPP University,2020/2021,spain,10
10007785,The University of Bradford,2020/2021,spain,20
10000886,The University of Brighton,2020/2021,spain,90
10007786,The University of Bristol,2020/2021,spain,160
10000961,Brunel University London,2020/2021,spain,85
10000975,Buckinghamshire New University,2020/2021,spain,15
10007787,The University of Buckingham,2020/2021,spain,15
10007788,The University of Cambridge,2020/2021,spain,145
10001143,Canterbury Christ Church University,2020/2021,spain,40
